FoodID,FoodDescription,FoodDescriptionF,ConversionFactorValue
4785,"Lamb, Canadian, leg, whole, lean and fat, 3mm (1/8"") trim, raw","Agneau, canadien, gigot, entier, maigre et gras, 3mm (1/8"") paré, cru",0.9
4786,"Lamb, Canadian, leg, whole, lean and fat, 3mm (1/8"") trim, cooked","Agneau, canadien, gigot, entier, maigre et gras, 3mm (1/8"") paré, rôti",0.75
4791,"Lamb, Canadian, loin, lean and fat, 3mm (1/8"") trim, raw","Agneau, canadien, longe, maigre et gras, 3mm (1/8"") paré, cru",0.9
4792,"Lamb, Canadian, loin, lean and fat, 3mm (1/8"") trim, cooked","Agneau, canadien, longe, maigre et gras, 3mm (1/8"") paré, grillé",0.75
4794,"Lamb, Canadian, rib, lean and fat, 3mm (1/8"") trim, raw","Agneau, canadien, côte, maigre et gras, 3mm (1/8"") paré, cru",0.9
4795,"Lamb, Canadian, rib, lean and fat, 3mm (1/8"") trim, cooked","Agneau, canadien, côte, maigre et gras, 3mm (1/8"") paré, grillé",0.75
4797,"Lamb, Canadian, shoulder, whole, lean and fat, 3mm (1/8"") trim, raw","Agneau, canadien, épaule, entier, maigre et gras, 3mm (1/8"") paré, cru",0.9
4800,"Lamb, Canadian, shoulder, whole , lean and fat, 3mm (1/8"") trim,  cooked","Agneau, canadien, épaule, entier, maigre et gras, 3mm (1/8"") paré, rôti",0.75
4809,"Lamb, New Zealand, frozen, composite, lean and fat, 3mm (1/8"") trim, raw","Agneau, Nouvelle-Zélande, congelés, coupes diverses, maigre et gras, 3mm (1/8"") paré, cru",0.9
4810,"Lamb, New Zealand, frozen, composite, lean and fat, 3mm (1/8"") trim, cooked","Agneau, Nouvelle-Zélande, congelé, coupes diverses, maigre et gras, 3mm (1/8"") paré, cuit",0.75
4811,"Lamb, New Zealand, frozen, foreshank, separable lean and fat, 3mm (1/8"") trim, raw","Agneau, Nouvelle-Zélande, congelé, jarret, maigre et gras, 3mm (1/8"") paré, cru",0.9
4812,"Lamb, New Zealand, frozen, foreshank, separable lean and fat, 3mm (1/8"") trim, braised","Agneau, Nouvelle-Zélande, congelé, jarret, maigre et gras, 3mm (1/8"") paré, braisé",0.75
4813,"Lamb, New Zealand, frozen, leg, whole, lean and fat, 3mm (1/8"") trim, raw","Agneau, Nouvelle-Zélande, congelé, gigot, entier, maigre et gras, 3mm (1/8"") paré, cru",0.9
4814,"Lamb, New Zealand, frozen, leg, whole, lean and fat, 3mm (1/8"") trim, roasted","Agneau, Nouvelle-Zélande, congelé, gigot, entier, maigre et gras, parures de 3mm (1/8""), rôti",0.75
4815,"Lamb, New Zealand, frozen, loin, separable lean and fat, 3mm (1/8"") trim, raw","Agneau, Nouvelle-Zélande, congelé, longe, maigre et gras, parures de 3mm (1/8""), cru",0.9
4816,"Lamb, New Zealand, frozen, loin, separable lean and fat, 3mm (1/8"") trim, broiled","Agneau, Nouvelle-Zélande, congelé, longe, maigre et gras, parures de 3mm (1/8""), grillé",0.75
4817,"Lamb, New Zealand, frozen, rib, lean and fat, 3mm (1/8"") trim, raw","Agneau, Nouvelle-Zélande, congelé, côte, maigre et gras, parures de 3mm (1/8""), cru",0.9
4818,"Lamb, New Zealand, frozen, rib, lean and fat, 3mm (1/8"") trim, roasted","Agneau, Nouvelle-Zélande, congelé, côte, maigre et gras, parures de 3mm (1/8""), rôti",0.75
4819,"Lamb, New Zealand, frozen, shoulder, whole, separable lean and fat, 3mm (1/8"") trim, raw","Agneau, Nouvelle-Zélande, congelé, épaule, entier, maigre et gras, parures de 3mm (1/8""), cru",0.9
4820,"Lamb, New Zealand, frozen, shoulder, whole, separable lean and fat, 3mm (1/8"") trim, braised","Agneau, Nouvelle-Zélande, congelé, épaule, entier, maigre et gras, parures de 3mm (1/8""), braisée",0.75
4821,"Cake, pound, commercial, fat free","Gâteau quatre-quarts, préparation commerciale, sans gras",0.35
4823,"Cake, yellow, light, dry mix, unprepared","Gâteau, jaune, léger, mélange sec, non préparé",5.24
4828,"Candies, confectioner's coating, yogourt","Bonbons, enrobage de yogourt",0.4
4829,"Candies, halavah (halvah), plain","Bonbons, halavah (halvah), nature",0.4
4830,"Sweets, baking chocolate, M&M's Semisweet Chocolate Mini Baking Bits","Confiseries,  chocolat à cuisson, M&M's mi-sucré, petites brisures",0.15
4831,"Sweets, baking chocolate, milk chocolate, mini bits","Confiseries, chocolat à cuisson, chocolat au lait, petites brisures",3.4
4832,"Candies, M&M's, mini milk chocolate","Bonbons, M&M's, petits chocolats au lait",0.4
4833,"Dessert, frozen, ice, Italian, restaurant prepared","Dessert, congelé, glacé, italien, préparation de restaurant",0.91928
4839,"Duck, young duckling, domestic, White Pekin, breast, meat and skin, boneless, roasted","Canard, caneton, domestique, canard de Pékin, poitrine, viande et peau, désossé, rôti",0.75
4840,"Duck, duckling, domestic, Pekin, breast, meat only, boneless, cooked without skin, broiled","Canard, caneton, domestique, Pékin, poitrine, viande, sans os, cuit sans peau, grillé",1.0
4841,"Duck, duckling, domestic, Pekin, leg, meat only, bone in, cooked without skin, braised","Canard, caneton, domestique, Pékin, cuisse, viande, non désossé, cuit sans peau, braisé",1.0
4843,"Deli-meat, chicken breast (honey glazed)","Charcuterie, poulet, poitrine (glacé au miel)",0.75
4845,"Mangosteen, canned, syrup pack","Mangoustan,  conserve, sirop",1.4
4846,"Jackfruit, canned, syrup pack","Jaquier,  conserve, sirop",1.12849
4847,"Durian, raw or frozen","Durion, cru ou congelé",1.4
4848,"Cucumber, peeled, raw","Concombre, pelé, cru",0.28
4849,"Tomato, yellow, raw","Tomate, jaune, crue",0.85
4850,"Arrowroot, raw","Arrowroot, cru",0.85
4851,"Broccoli, chinese, cooked","Brocoli, chinois, cuit",0.85
4853,"Lemon grass (citronella), raw","Citronelle (lemon-grass), crue",0.04
4854,"Broadbeans (fava beans), in pod, raw","Gourganes (fèves des marais, fava), cosses, crues",0.85
4855,"Grape leaves (vine leaves), raw","Raisin, feuilles (feuilles de vigne), crues",0.85
4856,"Grape leaves, canned","Raisin, feuilles (feuilles de vigne), conserve",0.85
4857,"Pepper, banana, raw","Piment, banane, cru",0.3
4858,"Pepper, serrano, raw","Piment, serrano, cru",0.3
4859,"Pepper, ancho, dried","Piment, ancho, déshydraté",0.04
4860,"Pepper, jalapeno, raw","Piment, jalapeno, cru",0.14
4861,"Pepper, chili, green, canned","Piment, chili, vert, conserve",0.3
4862,"Pepper, Hungarian, raw","Piment, hongrois, cru",0.54
4863,"Pepper, pasilla, dried","Piment, pasilla, déshydraté",0.04
4864,"Epazote, raw","Anserine, crue",0.054
4865,"Fireweed, native, leaves, raw","Vergerette du Canada, autochtone, feuilles, crues",0.85
4866,"Mushroom, oyster, raw","Champignon, pleurote, cru",0.74
4867,"Mushroom, straw, canned, drained solids","Champignon, paille de riz, conserve, égoutté",1.92308
4868,"Wasabi, root, (Japanese horseradish), raw","Wasabi, racine, (raifort japonais), crue",0.85
4869,"Lentils, pink, raw","Lentilles, roses, crues",1.0
4870,"Hummus, commercial","Hoummos (hommos, hummus), commercial",0.62387
4871,"Grains, corn flour, degermed, unenriched, yellow","Grains céréaliers, farine de maïs, dégermée, non enrichie, jaune",0.3
4872,"Grains, barley flour","Grains céréaliers, farine ou semoule d'orge",0.3
4873,"Grains, barley, malt flour","Grains céréaliers, farine d'orge, malt",0.3
4874,"Pasta, rice noodles, cooked","Pâtes, nouilles de riz, cuites",2.15
4875,"Duck, duckling, domestic, Pekin, leg, meat and skin, bone in, roasted","Canard, caneton, domestique, Pékin, cuisse, viande et peau, non désossé, rôti",1.0
4878,"Rambutan, canned, syrup pack","Ramboutan / litchi chevelu,  conserve, sirop",1.3566
4879,Prune puree,"Pruneau, purée",0.60384
4880,"Tomato, orange, raw","Tomate, orange, crue",0.85
4881,"Chrysanthemum leaves, raw","Chrysantheme, feuilles, crues",0.65
4882,"Cabbage, napa, cooked","Chou, napa, cuit",0.85
4883,"Malabar spinach, cooked","Épinards blancs de Malabar (baselle blanche), cuits",0.85
4884,"Mushroom, fungi, Cloud ears, dried","Champignon, Cloud ears, déshydratés",0.04
4885,"Yautia (tannier), raw","Yautia (tannier, chou des Caraibes), cru",0.85
4886,Chickpea flour (besan),"Pois chiches, farine (Besan)",0.15
4887,"Snacks, RICE KRISPIES SQUARES","Grignotises, RICE KRISPIES SQUARES",0.5
4888,"Pasta, rice noodles, dry","Pâtes, nouilles de riz, sèches",0.85
4890,"Capers, canned","Câpres, conserve",0.0291
4891,"Horseradish, prepared","Raifort, préparé",0.051
4903,"Soup, NISSIN, OODLES OF NOODLES TOP RAMEN, ramen noodles, oriental flavour, dry","Soupe, NISSIN, OODLES OF NOODLES TOP RAMEN, nouilles ramen, saveur orientale, sèches",0.42
4904,"Soup, NISSIN, CUP NOODLES, ramen noodle, chicken flavour, dry","Soupe, NISSIN, CUP NOODLES, nouilles ramen, saveur de poulet, sèches",0.64
4905,"Sauce, Alfredo, dehydrated","Sauce, Alfredo, déshydratée",0.02534
4906,"Fiddlehead greens (ferns), raw","Crosses de fougères (têtes de violon), crues",1.21
4908,"Tea, iced, lemon flavour, ready-to-drink","Thé glacé, saveur de citron, prêt-à-boire",3.69768
4909,"Tofu, regular; soft or firm, prepared with magnesium chloride (nigari)","Tofu, régulier; mou, ou ferme, préparé avec chlorure de magnésium (nigari)",1.5
4910,"Tofu, silken, soft","Tofu, soyeux, mou",1.5
4911,"Tofu, silken, firm","Tofu, soyeux, ferme",1.5
4912,"Tofu, silken, extra firm","Tofu, soyeux, extra ferme",2.6206
4913,"Tofu, silken, light, firm","Tofu, soyeux, léger, ferme",1.5
4914,"Tofu, silken, light, extra firm","Tofu, soyeux, léger, extra ferme",1.5
4915,"Cracker, cheese, reduced fat","Craquelin, fromage, teneur réduite en gras",0.15
4917,"Dessert, frozen, ice cream, light, with aspartame, vanilla","Dessert, congelé, crème glacée, légère, avec aspartame, vanille",1.37363
4919,"Macaroni and cheese, canned entree","Macaroni au fromage, conserve",2.52536
4925,"Pasta with sliced franks in tomato sauce, canned","Pâtes avec saucisses tranchées, sauce aux tomates, conserve",2.67329
4931,"Chicken breast with broccoli and cheese stuffing, frozen","Poitrine de poulet farcie au brocoli et fromage, congelée",1.4
4933,"Macaroni and beef in tomato sauce, frozen","Macaroni et boeuf, sauce aux tomates, congelé",2.5676
4935,"Beef pot roast with whipped potatoes, frozen","Boeuf de type pot-au-feu avec pommes de terre fouettées, congelé",1.4
4936,"Creamed chipped beef, frozen","Languettes de boeuf, sauce crémeuse, congelées",2.59932
4939,"Oriental beef with vegetables and rice, frozen","Boeuf oriental, légumes et riz, congelé",1.4
4940,"Salisbury steak in gravy with macaroni and cheese, frozen","Bifteck Salisbury en sauce avec macaroni et fromage, congelé",1.95
4941,"Stuffed cabbage with meat in tomato sauce and whipped potatoes, frozen","Choux farcis à la viande dans une sauce aux tomates et pommes de terre fouettées, congelés",1.95
4942,"Breakfast, scrambled eggs & sausage with hashed brown potatoes, frozen","Déjeuner, oeufs brouillés, saucisse et pommes de terre rissolées, congelés",1.4
4951,"Chicken enchilada and mexican-style rice with Monterey Jack cheese sauce, frozen","Enchilada au poulet, riz de type mexicain, sauce au fromage Monterey Jack, congelé",1.95
4954,"Chicken nuggets, macaroni in cheese sauce, corn in a seasoned sauce and chocolate pudding, frozen","Croquettes de poulet, macaroni au fromage, maïs en sauce et pouding au chocolat, congelé",1.95
4962,"Pizza, pepperoni, frozen, cooked","Pizza au pepperoni, congelée, cuite",8.45
4963,"Chili con carne with beans, canned","Chili con carne avec haricots, conserve",2.55719
4964,"Beef stew, canned","Ragoût de boeuf, conserve",1.95
4965,"Chicken pot pie, frozen, prepared","Pâté au poulet, congelé, préparé",1.95
4970,"Sauce, mustard, yellow, ready-to-serve","Sauce, moutarde, jaune, prête-à-servir",0.0526
4973,"Mushroom, portabella (portobello), raw","Champignon, portobella (portobello), cru",1.1464
4974,"Mushroom, brown, Italian (crimini), raw","Champignon, bruns, italien (crimini), cru",0.3698
4975,"Nuts, macadamia, dry roasted, unsalted","Noix, macadamia, rôties à sec, sans sel",0.6974
4976,"Nuts, macadamia, dry roasted, salted","Noix, macadamia, rôties à sec, salées",0.6974
4979,"Carbonated drinks, cola with aspartame, decaffeinated","Boissons gazeuses, cola avec aspartame, décaféiné",2.50254
4980,"Carbonated drinks, cola, decaffeinated","Boissons gazeuses, cola, décaféiné",2.6209
4981,"Coffee, brewed, prepared with municipal water, decaffeinated","Café infusé, préparé avec eau municipale, décaféiné",2.50746
4983,"Coffee, instant, French vanilla flavour, with aspartame and acesulfame potassium, fat free, sugar free, low calorie, powder","Café, instantané,saveur vanille française, aspartame et acésulfame de potassium, sans gras, sans sucre, hypocalorique, poudre",0.07
4985,"Tea, brewed, prepared with tap water, decaffeinated","Thé infusé, préparé avec de l'eau de robinet, décaféiné",2.50422
4986,"Soybean, fermented products, Tempeh (tempe), cooked","Soya, produits fermentés, tempeh (tempe), cuit",1.5
4988,"Game meat, bison, top sirloin, separable lean only, raw","Gibier, viande de, bison, haut de surlonge, maigre, cru",1.25
4989,"Game meat, bison, rib eye, separable lean only, raw","Gibier, viande de, bison, faux-filet, maigre, cru",1.25
4990,"Waffle, whole wheat, low fat","Gaufre, blé entier, faible en gras",0.75
4991,"Muffin, blueberry flavour (artificial), dry mix, unprepared","Muffin, bleuets, saveur artificielle, mélange sec, non préparé",0.31
4993,"Game meat, bison, shoulder, separable lean only, raw","Gibier, viande de, bison, épaule, maigre, cru",1.25
4994,"Toaster pastry, fruit (strawberry, cherry, apple), low fat","Tartelette grille-pain, fruits (fraises, cerises, pommes) faible en gras",0.26
4995,"Beef, ground, medium, crumbled, pan-fried","Boeuf, haché, mi-maigre, émietté, sauté",0.75
4996,"Beef, ground, extra lean, raw","Boeuf, haché, extra maigre, cru",1.0
4997,"Beef, ground, extra lean, patty, pan-fried","Boeuf, haché, extra maigre, galette de, sauté",0.6
4998,"Beef, ground, extra lean, crumbled, pan-fried","Boeuf, haché, extra maigre, émietté, sauté",0.6
5001,"Sauce, nacho cheese sauce, ready-to-serve","Sauce, sauce au fromage pour nacho, prête-à-servir",0.63905
5002,"Deli-meat, turkey breast, cooked, fat free, sliced","Charcuterie, poitrine de dinde, cuite, sans gras, tranchée",0.21
5009,"Beef, ground, lean, crumbled, pan-fried","Boeuf, haché, maigre, émietté, sauté",1.2998
5010,"Beef, ground, regular, crumbled, not rinsed, pan-fried","Boeuf, haché, régulier, émietté, non rinsé, sauté",0.75
5011,"Beef, ground, regular, crumbled, pan-fried, rinsed","Boeuf, haché, régulier, émietté, sauté, rinsé",0.6
5067,"Cereal, ready to eat, Chex: honey nut, General Mills","Céréale, prête-à-manger, Chex: miel et noix, General Mills",0.3
5069,"Cereal, ready to eat, Nesquik, General Mills","Céréale, prête-à-manger, Nesquik, General Mills",0.3
5081,"Cereal, hot, oats, instant: dinosaur eggs, dry, Quaker","Céréale, chaude, avoine (gruau), instantanée: Dinosoeufs, sèche, Quaker",0.46
5082,"Cereal, hot, oats, instant: cookies and cream, dry, Quaker","Céréale, chaude, avoine (gruau), instantanée: biscuits et crème, sèche, Quaker",0.38
5084,"Cereal, hot, oats, instant: golden honey with bran, dry, Quaker","Céréale, chaude, avoine (gruau), instantanée: miel avec son, sèche, Quaker",0.38
5088,"Cereal, hot, oats, instant: Wild Berry Medley, dry, Quaker","Céréale, chaude, avoine (gruau), instantanée: fruits sauvages, sèche, Quaker",0.38
5112,"Cereal, ready to eat, Alpen: low fat, unsalted, without sugar, Weetabix","Céréale, prête-à-manger, Alpen: faible en gras, sans sel, sans sucre, Weetabix",0.55
